loss,disease_loss,species_loss,disease_accuracy,disease_weighted_accuracy,species_accuracy,species_weighted_accuracy,val_loss,val_disease_loss,val_species_loss,val_disease_accuracy,val_disease_weighted_accuracy,val_species_accuracy,val_species_weighted_accuracy,val_species_macro_f1,val_species_accuracy_sklearn,val_disease_macro_f1,val_disease_accuracy_sklearn,lr
2.1428182125091553,0.8537125587463379,0.8622504472732544,0.6189461350440979,0.8208639621734619,0.9206587076187134,0.9206587076187134,1.661482572555542,0.6515781283378601,0.6841148138046265,0.7000982165336609,0.9274303317070007,0.9866191744804382,0.9866191744804382,0.979883882350259,0.9866191996071692,0.9015142604262374,0.927430319510537,0.001
1.6925677061080933,0.6592627763748169,0.7036749720573425,0.698182225227356,0.9208130240440369,0.9795070290565491,0.9795070290565491,1.560418725013733,0.6015313863754272,0.6581215262413025,0.7182666063308716,0.949184238910675,0.9905474781990051,0.9905474781990051,0.9851728659397757,0.9905475079793764,0.931963277849173,0.9491842284160436,0.001
1.6248316764831543,0.6264815926551819,0.6851097941398621,0.7086786031723022,0.9355649352073669,0.9843211770057678,0.9843211770057678,1.5125560760498047,0.5760676860809326,0.6484548449516296,0.7295604944229126,0.9578518271446228,0.9928799271583557,0.9928799271583557,0.9914958314062933,0.9928799410753744,0.9433986034459976,0.9578518014955812,0.001
1.590702772140503,0.6087868213653564,0.6775230169296265,0.7144134640693665,0.9428862929344177,0.9867413640022278,0.9867413640022278,1.4885280132293701,0.5648331046104431,0.6412786245346069,0.7287011742591858,0.9622705578804016,0.9933709502220154,0.9933709502220154,0.9909920709831365,0.9933709796219004,0.9479030489865711,0.9622705642420122,0.001
1.5712058544158936,0.5987802147865295,0.673035740852356,0.7168863415718079,0.9471115469932556,0.9878725409507751,0.9878725409507751,1.4724595546722412,0.5561497211456299,0.6382346749305725,0.7277191281318665,0.9658395648002625,0.9943530559539795,0.9943530559539795,0.9929295707970018,0.9943530567149521,0.9521705933603097,0.9658395649218219,0.001
1.559762716293335,0.5925592184066772,0.6709237694740295,0.7173861861228943,0.9485321044921875,0.9884250164031982,0.9884250164031982,1.465038776397705,0.552765965461731,0.63588947057724,0.7317702174186707,0.9663494229316711,0.99361652135849,0.99361652135849,0.9912177794937583,0.9936164988951632,0.9540100880434631,0.9663494221617946,0.001
1.5495948791503906,0.5869390368461609,0.6691864728927612,0.7174651026725769,0.9514824748039246,0.9887670278549194,0.9887670278549194,1.4518526792526245,0.5441251993179321,0.6356650590896606,0.7309108972549438,0.9695785045623779,0.9938620328903198,0.9938620328903198,0.9927147386090714,0.9938620181684262,0.9570698293014503,0.9695785180149558,0.001
1.5421946048736572,0.5824893712997437,0.6684604287147522,0.7189382314682007,0.9535951018333435,0.9886617660522461,0.9886617660522461,1.4388147592544556,0.5381195545196533,0.6316361427307129,0.7343481183052063,0.9738273024559021,0.99361652135849,0.99361652135849,0.9911744714807569,0.9936164988951632,0.9637521035274613,0.9738273283480625,0.001
1.5393750667572021,0.5807753801345825,0.6682114005088806,0.721042811870575,0.954105019569397,0.9887670278549194,0.9887670278549194,1.441235899925232,0.539923906326294,0.6313496828079224,0.7316474318504333,0.9695785045623779,0.9952123761177063,0.9952123761177063,0.9939893982306477,0.9952123741713724,0.9563972592271819,0.9695785180149558,0.001
1.529587745666504,0.5759236812591553,0.6657014489173889,0.7205166816711426,0.9557077288627625,0.9900297522544861,0.9900297522544861,1.4386074542999268,0.5354275107383728,0.6354661583900452,0.7291922569274902,0.9739972949028015,0.9934937357902527,0.9934937357902527,0.9914535361925962,0.9934937392585318,0.964064364150663,0.9739972807613868,0.001
1.5287666320800781,0.5749145150184631,0.6663937568664551,0.7207534313201904,0.9566912055015564,0.9898718595504761,0.9898718595504761,1.4298086166381836,0.5313825011253357,0.632734477519989,0.740363359451294,0.978076159954071,0.99361652135849,0.99361652135849,0.9926194725287291,0.9936164988951632,0.9682842747620863,0.9780761386811693,0.001
1.5267689228057861,0.5735616683959961,0.6664258241653442,0.7188856601715088,0.9565818905830383,0.9892931580543518,0.9892931580543518,1.429508924484253,0.5284451246261597,0.6368407011032104,0.7349619269371033,0.9782460927963257,0.9939847588539124,0.9939847588539124,0.9919425169456761,0.9939847778050577,0.9704790980313733,0.9782460910944936,0.001
1.5236464738845825,0.5714834332466125,0.6664208173751831,0.7193328738212585,0.9567276239395142,0.9893457293510437,0.9893457293510437,1.4186186790466309,0.527226448059082,0.6277791261672974,0.7326295375823975,0.9779061675071716,0.9948440790176392,0.9948440790176392,0.9939231170856279,0.994844095261478,0.96988657826384,0.977906186267845,0.001
1.5202007293701172,0.5694707632064819,0.6659947037696838,0.7177544236183167,0.957456111907959,0.989450991153717,0.989450991153717,1.421280026435852,0.5269002914428711,0.630929708480835,0.7311564087867737,0.977736234664917,0.9938620328903198,0.9938620328903198,0.9917151485974441,0.9938620181684262,0.9655961160367801,0.9777362338545207,0.001
1.5079368352890015,0.564096987247467,0.6617907881736755,0.7201483845710754,0.9599329829216003,0.9910556674003601,0.9910556674003601,1.4158082008361816,0.5246127247810364,0.6288887858390808,0.7349619269371033,0.978076159954071,0.9945985674858093,0.9945985674858093,0.9918204130959556,0.9945985759882151,0.9671544149670529,0.9780761386811693,0.0005
