loss,disease_loss,health_loss,species_loss,disease_accuracy,health_accuracy,species_accuracy,val_loss,val_disease_loss,val_health_loss,val_species_loss,val_disease_accuracy,val_health_accuracy,val_species_accuracy,val_species_macro_f1,val_species_accuracy_sklearn,val_health_macro_f1,val_health_accuracy_sklearn,val_disease_macro_f1,val_disease_accuracy_sklearn,lr
2.445692300796509,1.000038743019104,0.17716459929943085,0.8570511937141418,0.5907715559005737,0.933654248714447,0.9221581816673279,1.9084898233413696,0.7879414558410645,0.08944166451692581,0.681857168674469,0.6777559518814087,0.9745887517929077,0.9864964485168457,0.9786187829335201,0.9864964399705377,0.9683226676872714,0.9745887552172846,0.8859046253932286,0.9192726036709721,0.001
1.978400468826294,0.8157305717468262,0.10663864761590958,0.7014849781990051,0.6648514866828918,0.9605924487113953,0.9799805283546448,1.8095717430114746,0.7456209659576416,0.06884761154651642,0.6567165851593018,0.6940829753875732,0.9790080785751343,0.9899337291717529,0.9837933298163553,0.989933709796219,0.9737167751314848,0.9790081021360176,0.9242156001229389,0.9410265125764786,0.001
1.9341514110565186,0.8020989894866943,0.09408659487962723,0.6839612722396851,0.6705074310302734,0.9644595384597778,0.9850051403045654,1.7693785429000854,0.7281927466392517,0.0599270798265934,0.647125780582428,0.6945739984512329,0.9814633131027222,0.9921433925628662,0.9907825578324864,0.9921433832555856,0.9768163900560206,0.9814632948686471,0.927985128882772,0.9452753229095853,0.001
1.9294456243515015,0.8062554001808167,0.08727946132421494,0.676421582698822,0.6697182655334473,0.9672743678092957,0.9865835309028625,1.7574920654296875,0.7259806990623474,0.0555015467107296,0.640770673751831,0.7047630548477173,0.981708824634552,0.9934937357902527,0.9919171115722044,0.9934937392585318,0.9770538486500476,0.9817088141419101,0.9338042558406805,0.9502039428959891,0.001
1.9398448467254639,0.8176609873771667,0.08445027470588684,0.6711288094520569,0.667613685131073,0.9676952362060547,0.9875305891036987,1.7503823041915894,0.7260974645614624,0.05199424922466278,0.6352389454841614,0.6999754309654236,0.9826908707618713,0.9937392473220825,0.9914692627831547,0.9937392585317948,0.9784461326240299,0.9826908912349619,0.9338267662178337,0.9527532290958531,0.001
1.9613550901412964,0.8343107104301453,0.08231434226036072,0.6687304377555847,0.6643779873847961,0.9678794145584106,0.987688422203064,1.7606744766235352,0.736013650894165,0.04922142252326012,0.6320434212684631,0.6983795762062073,0.9826908707618713,0.9934937357902527,0.9909869582729511,0.9934937392585318,0.9783517284629066,0.9826908912349619,0.9315087144479769,0.9500339904826649,0.001
1.985422968864441,0.85027015209198,0.08460559695959091,0.6677156686782837,0.6629310846328735,0.9679057002067566,0.9881619215011597,1.772440791130066,0.7431897521018982,0.05015707015991211,0.6325775980949402,0.7005892395973206,0.9824453592300415,0.9937392473220825,0.9928890595462165,0.9937392585317948,0.9779900614625301,0.982445371961699,0.9392297523797641,0.9551325628823929,0.001
2.0072379112243652,0.8669683337211609,0.08186913281679153,0.6658512353897095,0.6607213616371155,0.9688264727592468,0.9890826940536499,1.7728348970413208,0.7450212836265564,0.04947949945926666,0.6305629014968872,0.7034127116203308,0.9830591678619385,0.9932482242584229,0.9911446890546117,0.9932482199852688,0.9787034535646748,0.9830591701448563,0.9436915630949521,0.9566621346023113,0.001
2.0376927852630615,0.8876286149024963,0.08022327721118927,0.6661369204521179,0.6557230353355408,0.9689843058586121,0.988293468952179,1.7876511812210083,0.7571353912353516,0.04847965016961098,0.6277087330818176,0.6988705992698669,0.9828136563301086,0.9941075444221497,0.9926414759808301,0.9941075374416892,0.9784068576384747,0.9828136508715934,0.9432932481508802,0.9559823249490143,0.001
2.0555593967437744,0.9004297256469727,0.07950711995363235,0.6651611328125,0.656485915184021,0.9705364108085632,0.9889511466026306,1.799408197402954,0.7634838223457336,0.049019306898117065,0.6296722292900085,0.699852705001831,0.9819543361663818,0.9932482242584229,0.9906090563294645,0.9932482199852688,0.9772796108764654,0.9819543334151731,0.9396669067060852,0.9542828008157715,0.001
