loss,accuracy,val_loss,val_accuracy,val_macro_f1,val_accuracy_sklearn,lr
0.3172403872013092,0.9401783347129822,0.26777559518814087,0.977412223815918,0.9716677429742671,0.9774122268598084,0.001
0.28436458110809326,0.9632757306098938,0.2600018382072449,0.9797446727752686,0.9745402912407021,0.9797446599558065,0.001
0.2810647785663605,0.965827465057373,0.25591620802879333,0.9824453592300415,0.9779472201831518,0.982445371961699,0.001
0.27980226278305054,0.9659327268600464,0.25486698746681213,0.9831819534301758,0.9790915743748368,0.9831819297814879,0.001
0.27841174602508545,0.967221736907959,0.2541378438472748,0.9841639995574951,0.9803284256639695,0.9841640068745396,0.001
0.27849170565605164,0.966590404510498,0.25211766362190247,0.9850233197212219,0.981297111870827,0.98502332433096,0.001
0.2791692912578583,0.9668534398078918,0.2516859173774719,0.9850233197212219,0.9812508112350393,0.98502332433096,0.001
0.2782788872718811,0.9680372476577759,0.25212153792381287,0.9849005937576294,0.9811566945764267,0.9849005646943285,0.001
0.27772441506385803,0.9671165347099304,0.25772929191589355,0.9788853526115417,0.9732381121774771,0.9788853424993862,0.001
0.27809494733810425,0.9675900340080261,0.25364258885383606,0.9829363822937012,0.9784979903594604,0.9829364105082249,0.001
0.2791937589645386,0.9661431908607483,0.25358203053474426,0.9850233197212219,0.9814283306292801,0.98502332433096,0.001
0.27832719683647156,0.9667218923568726,0.2515757083892822,0.9858826398849487,0.9824158318367955,0.9858826417873803,0.001
0.2786981463432312,0.9676689505577087,0.25246086716651917,0.984409511089325,0.9805545211891383,0.9844095261478026,0.001
0.2789097726345062,0.9672480225563049,0.2517874240875244,0.9852688312530518,0.9816288237575889,0.985268843604223,0.001
0.2773348391056061,0.9685896635055542,0.25253283977508545,0.9847778081893921,0.9811390229809853,0.9847778050576971,0.001
0.27872028946876526,0.9666956067085266,0.2525354027748108,0.9840412735939026,0.9800103261168305,0.9840412472379082,0.001
0.27799293398857117,0.9672743678092957,0.25233328342437744,0.9840412735939026,0.9800323621373552,0.9840412472379082,0.001
0.27687573432922363,0.9690632224082947,0.25075390934944153,0.9857598543167114,0.9821827231379477,0.9857598821507488,0.0005
0.2759789526462555,0.9691684246063232,0.25266218185424805,0.9839184880256653,0.9797582533089972,0.9839184876012766,0.0005
0.27594703435897827,0.9690369367599487,0.2573912739753723,0.9812178015708923,0.9762654162733002,0.9812177755953843,0.0005
0.24325166642665863,0.9839791655540466,0.21752415597438812,0.9945985674858093,0.993239861055252,0.9945985759882151,1e-04
0.21927428245544434,0.9942914247512817,0.21032005548477173,0.9960716962814331,0.9951221995012021,0.9960716916277927,1e-04
0.21340930461883545,0.9951332211494446,0.20493106544017792,0.9976675510406494,0.9970955781550112,0.9976675669040019,1e-04
0.20961548388004303,0.9967905879020691,0.20295242965221405,0.9982813596725464,0.997856696105052,0.9982813650871594,1e-04
0.20730996131896973,0.9975271821022034,0.20197880268096924,0.9988951683044434,0.9986238477089666,0.9988951632703167,1e-04
0.2062922716140747,0.9976850152015686,0.2018921822309494,0.9980358481407166,0.9975564894949072,0.9980358458138964,1e-04
0.20523907244205475,0.9980795979499817,0.20116309821605682,0.998772382736206,0.9984707342157844,0.9987724036336852,1e-04
0.20537064969539642,0.9978954792022705,0.2020193189382553,0.9982813596725464,0.997856696105052,0.9982813650871594,1e-04
0.20390404760837555,0.9983952641487122,0.2022990733385086,0.9975448250770569,0.9969464378356818,0.9975448072673705,1e-04
0.20429982244968414,0.998026967048645,0.20144802331924438,0.9986496567726135,0.9983175790607444,0.9986496439970538,1e-04
0.20301352441310883,0.9985530972480774,0.2006698101758957,0.998772382736206,0.9984719786087509,0.9987724036336852,5e-05
0.201833575963974,0.9993160367012024,0.20142972469329834,0.9980358481407166,0.9975571502685455,0.9980358458138964,5e-05
0.2017812579870224,0.9991055727005005,0.20177051424980164,0.9977903366088867,0.9972525366086736,0.9977903265406335,5e-05
0.2017442286014557,0.9991582036018372,0.20038188993930817,0.9990178942680359,0.9987762548064034,0.9990179229069482,5e-05
0.20130160450935364,0.999421238899231,0.20007529854774475,0.9990178942680359,0.9987759218753851,0.9990179229069482,5e-05
0.2013479322195053,0.9993160367012024,0.1997227966785431,0.9995089769363403,0.9993879609376926,0.9995089614534741,5e-05
0.20154818892478943,0.9992371201515198,0.20105291903018951,0.9982813596725464,0.9978619283080437,0.9982813650871594,5e-05
0.20127494633197784,0.9992896914482117,0.20077157020568848,0.9985268712043762,0.9981663743305011,0.9985268843604223,5e-05
0.201474130153656,0.9991055727005005,0.20036959648132324,0.998772382736206,0.9984707342157844,0.9987724036336852,5e-05
0.20126557350158691,0.9991582036018372,0.20001788437366486,0.9992634654045105,0.9990819414065388,0.9992634421802111,5e-05
