318,0,0,0,1,0,0,0,0
1,134,9,1,1,2,2,0,0
0,1,281,2,1,0,0,0,2
0,1,1,139,0,1,1,0,0
3,1,2,0,257,0,2,0,0
0,0,1,1,1,244,4,0,1
1,4,0,1,1,5,198,1,0
0,0,1,0,0,0,0,55,0
0,0,0,0,0,3,0,0,800
