2,9,0,5,0,9,30,7,0,14,2,20,0,2
0,49,0,0,0,6,34,0,0,10,1,0,0,0
0,2,10,15,0,29,32,8,0,0,0,4,0,0
0,0,0,84,0,0,7,0,0,0,0,9,0,0
4,3,1,2,3,8,0,0,0,43,2,26,1,7
0,6,2,6,0,68,12,1,0,2,1,0,1,1
0,1,4,4,0,2,85,2,0,0,0,2,0,0
1,2,2,29,0,3,9,21,0,9,1,21,0,2
0,3,1,1,0,5,27,0,4,21,6,31,0,1
0,2,0,0,0,2,7,0,0,58,0,5,0,1
0,2,0,1,0,3,7,3,0,3,44,37,0,0
0,0,0,18,0,0,2,0,0,0,0,79,0,1
0,1,0,8,0,2,2,0,1,39,0,38,8,1
1,27,5,2,0,11,21,4,0,16,3,1,0,9
