disease_accuracy,disease_loss,health_accuracy,health_loss,loss,species_accuracy,species_loss,val_disease_accuracy,val_disease_loss,val_health_accuracy,val_health_loss,val_loss,val_species_accuracy,val_species_loss,val_species_macro_f1,val_species_accuracy_sklearn,val_health_macro_f1,val_health_accuracy_sklearn,val_disease_macro_f1,val_disease_accuracy_sklearn,learning_rate
0.5891405344009399,1.002970576286316,0.9346276521682739,0.17590849101543427,1.7095295190811157,0.9161602854728699,0.871954619884491,0.6743186712265015,0.7872363328933716,0.9702921509742737,0.09161817282438278,1.3331520557403564,0.9864964485168457,0.6849765777587891,0.9809001202078814,0.9864964399705377,0.9623466462031947,0.9702921679351829,0.8879823857580742,0.9174031271244052,0.0010000000474974513
0.6647462844848633,0.8156800270080566,0.9610922336578369,0.10508093982934952,1.3770232200622559,0.9792965650558472,0.7034602165222168,0.6931009292602539,0.7485862374305725,0.9782715439796448,0.06978542357683182,1.2698676586151123,0.9907930493354797,0.6568256616592407,0.9854969201786331,0.9907930272526393,0.9726581235747409,0.9782715443162289,0.9231615100971204,0.9394969408565602,0.0010000000474974513
0.6702706813812256,0.8019257187843323,0.9646173715591431,0.09496425837278366,1.344610571861267,0.9851629734039307,0.6840741634368896,0.701939582824707,0.7292007803916931,0.9806039929389954,0.060627806931734085,1.240067720413208,0.9927572011947632,0.644273579120636,0.990133016452015,0.9927571814387429,0.9757316401361702,0.9806039774122268,0.9324914288933195,0.9485044187627464,0.0010000000474974513
0.6719017028808594,0.8078768849372864,0.9658800959587097,0.08945687115192413,1.3405662775039673,0.9867939949035645,0.6763734221458435,0.696783721446991,0.7327694892883301,0.9819543361663818,0.05630986765027046,1.2386130094528198,0.9931254386901855,0.6406948566436768,0.9921794265713332,0.9931254603486374,0.9773743988460974,0.9819543334151731,0.9269379319026806,0.9461250849762066,0.0010000000474974513
0.6692447066307068,0.8187602758407593,0.9672743678092957,0.08552181720733643,1.3448127508163452,0.9873201251029968,0.6726968884468079,0.6965381503105164,0.7295400500297546,0.9799901843070984,0.057638928294181824,1.2298946380615234,0.9934937357902527,0.6343775391578674,0.9917139337887544,0.9934937392585318,0.9747498730408088,0.9799901792290695,0.9368871086766963,0.9510537049626104,0.0010000000474974513
0.6629837155342102,0.8372136950492859,0.9681161642074585,0.08331775665283203,1.3558876514434814,0.9879778027534485,0.6694487929344177,0.7012030482292175,0.7332125902175903,0.9808495044708252,0.05441604554653168,1.233230471611023,0.992388904094696,0.6354347467422485,0.9894789400763996,0.9923889025288485,0.9758716392534603,0.9808494966854898,0.9388586939910347,0.9537729435757988,0.0010000000474974513
0.6637992262840271,0.8536862730979919,0.9680372476577759,0.08454892039299011,1.3670752048492432,0.988083004951477,0.6672126054763794,0.7021850943565369,0.7399334907531738,0.9839184880256653,0.04809112474322319,1.2329729795455933,0.993002712726593,0.6309053301811218,0.9912557545106565,0.9930027007120059,0.9799856314927071,0.9839184876012766,0.9448153128655712,0.9571719918422842,0.0010000000474974513
0.6603793501853943,0.866617739200592,0.9687475562095642,0.08201166242361069,1.3757680654525757,0.9886091351509094,0.666068434715271,0.7026761770248413,0.7454851865768433,0.9835501909255981,0.04642369598150253,1.236635684967041,0.9933709502220154,0.6303998231887817,0.9918042035450003,0.9933709796219004,0.9794405877428412,0.9835502086913823,0.9359804160614613,0.9536029911624745,0.0010000000474974513
0.657669723033905,0.8842887282371521,0.9697209000587463,0.08135796338319778,1.3892241716384888,0.9885565638542175,0.6655193567276001,0.7122514247894287,0.7489781379699707,0.9841639995574951,0.04552321881055832,1.236061692237854,0.9948440790176392,0.6272123456001282,0.9928355732911829,0.994844095261478,0.9802267010268366,0.9841640068745396,0.9458470412749931,0.9580217539089055,0.0010000000474974513
0.6541972756385803,0.8987335562705994,0.9690632224082947,0.08009251952171326,1.3995579481124878,0.9890037775039673,0.6645599007606506,0.7127424478530884,0.7601258158683777,0.9825681447982788,0.047657694667577744,1.2474769353866577,0.9941075444221497,0.6293179392814636,0.9921374477296367,0.9941075374416892,0.9780677790970917,0.9825681315983305,0.944933769404644,0.9566621346023113,0.0010000000474974513
