accuracy,auc,loss,val_accuracy,val_auc,val_loss,val_macro_f1,learning_rate
0.9084810614585876,0.9954471588134766,0.8921213746070862,0.9857598543167114,0.9998451471328735,0.6888133883476257,0.9838528444183808,0.0010000000474974513
0.9657231569290161,0.9992976784706116,0.752510666847229,0.9872329831123352,0.9998873472213745,0.6729781031608582,0.984997316623615,0.0010000000474974513
0.9692744612693787,0.9994333982467651,0.7434969544410706,0.9894426465034485,0.9999163746833801,0.6652194857597351,0.9881465707659505,0.0010000000474974513
0.9713000655174255,0.999481737613678,0.7393032908439636,0.9901792407035828,0.9999122023582458,0.6633400917053223,0.9893254572727762,0.0010000000474974513
0.9705108404159546,0.9995153546333313,0.7389245629310608,0.989319920539856,0.9999117851257324,0.6647689342498779,0.9882898849741257,0.0010000000474974513
0.9714841842651367,0.9995056390762329,0.7382911443710327,0.9916523694992065,0.9999240040779114,0.6618229150772095,0.9907397983007636,0.0010000000474974513
0.9710896015167236,0.9995200634002686,0.7385203242301941,0.9922661185264587,0.9999361038208008,0.6618404984474182,0.991589826799793,0.0010000000474974513
0.9722470641136169,0.9994871020317078,0.7389314770698547,0.9900564551353455,0.9999132752418518,0.6637299656867981,0.9891404698365507,0.0010000000474974513
0.9710896015167236,0.9994705319404602,0.7393462061882019,0.9883378148078918,0.9998862147331238,0.6658245921134949,0.9870362633916573,0.0010000000474974513
0.969826877117157,0.9994767308235168,0.7409660816192627,0.9904247522354126,0.9999226331710815,0.6613560318946838,0.989579987243996,0.0010000000474974513
0.9799810647964478,0.9996496438980103,0.6964525580406189,0.9963172078132629,0.9999787211418152,0.6107131242752075,0.9963590264258878,9.999999747378752e-05
0.9935023784637451,0.9999650120735168,0.6371738910675049,0.9968082308769226,0.9999942779541016,0.5960415601730347,0.9967537500401974,9.999999747378752e-05
0.9959225654602051,0.999978244304657,0.6199952363967896,0.9980358481407166,0.9999971389770508,0.5884233713150024,0.9978371890895553,9.999999747378752e-05
0.99757981300354,0.999993085861206,0.6077970266342163,0.9982813596725464,0.9999971985816956,0.5799545645713806,0.9982053595465656,9.999999747378752e-05
0.9983426928520203,0.9999973773956299,0.59870845079422,0.9982813596725464,0.9999980330467224,0.5756548047065735,0.9982616695868066,9.999999747378752e-05
0.9987373352050781,0.9999944567680359,0.5924699306488037,0.9984041452407837,0.999998152256012,0.5702110528945923,0.9984402026471464,9.999999747378752e-05
0.9989477396011353,0.9999987483024597,0.5869604349136353,0.9986496567726135,0.9999980926513672,0.5696258544921875,0.9984551172002731,9.999999747378752e-05
0.9993686676025391,0.9999984502792358,0.5825262069702148,0.9981586337089539,0.9999417662620544,0.5656493306159973,0.9981624707933667,9.999999747378752e-05
0.9991582036018372,0.9999995231628418,0.578913152217865,0.9985268712043762,0.999991238117218,0.563689112663269,0.9984305034747415,9.999999747378752e-05
0.9994475841522217,0.9999997019767761,0.5757899880409241,0.9985268712043762,0.9999991655349731,0.5617715120315552,0.9985490324939235,9.999999747378752e-05
0.9998421669006348,0.9999999403953552,0.5722448229789734,0.9986496567726135,0.9999992847442627,0.5604541897773743,0.9985584455062105,4.999999873689376e-05
0.9994475841522217,0.9999998211860657,0.5711316466331482,0.9984041452407837,0.9999991655349731,0.5600644946098328,0.9982977955111016,4.999999873689376e-05
0.9996317028999329,0.9999999403953552,0.5697662234306335,0.9985268712043762,0.9999918937683105,0.5595845580101013,0.9984506507602317,4.999999873689376e-05
0.9997895359992981,0.9999999403953552,0.5685188174247742,0.9984041452407837,0.9999881386756897,0.5590931177139282,0.9982951339622204,2.499999936844688e-05
