loss,accuracy,val_loss,val_accuracy,val_macro_f1,val_accuracy_sklearn,lr
1.2407602071762085,0.7959131598472595,0.9317144155502319,0.9218218922615051,0.8937314780547563,0.9218218898708361,0.001
0.9451911449432373,0.9096670746803284,0.8609480261802673,0.9439157247543335,0.9264676865592019,0.9439157036029912,0.001
0.8999484777450562,0.9266409277915955,0.8282986283302307,0.9522433876991272,0.9360712361297869,0.9522433718558804,0.001
0.8749666213989258,0.9356013536453247,0.8105369210243225,0.9597212672233582,0.9467066837439058,0.9597212780421482,0.001
0.8601495623588562,0.9393166899681091,0.7985530495643616,0.9607409834861755,0.9469848301651705,0.9607409925220938,0.001
0.8526663780212402,0.9417571425437927,0.789525032043457,0.9624404907226562,0.9497391467118623,0.9624405166553365,0.001
0.8456032276153564,0.9443432688713074,0.7821051478385925,0.9634602069854736,0.9512193870065992,0.9634602311352821,0.001
0.8420174717903137,0.9461280703544617,0.7806257605552673,0.9634602069854736,0.950672345495532,0.9634602311352821,0.001
0.8401296138763428,0.9454724192619324,0.7732172012329102,0.9670292139053345,0.9530220796109011,0.9670292318150918,0.001
0.8338333964347839,0.9485685229301453,0.7663993835449219,0.970258355140686,0.9583678677113644,0.9702583276682529,0.001
0.8333202600479126,0.9484227895736694,0.7698369026184082,0.9690686464309692,0.9576601263967456,0.969068660774983,0.001
0.8328554034233093,0.9489691853523254,0.7626913189888,0.9714480042457581,0.9598940498033501,0.9714479945615228,0.001
0.8309575319290161,0.9498798251152039,0.7615516781806946,0.9721277952194214,0.9640741672512823,0.9721278042148198,0.001
0.8291016817092896,0.9514460563659668,0.7632404565811157,0.9714480042457581,0.9626708624402289,0.9714479945615228,0.001
0.8279746770858765,0.9503897428512573,0.757388174533844,0.9739972949028015,0.9654523762343482,0.9739972807613868,0.001
0.8273242712020874,0.9484227895736694,0.7625467777252197,0.9709381461143494,0.9627800482177126,0.97093813732155,0.001
0.8263285756111145,0.9503897428512573,0.759490966796875,0.9721277952194214,0.9631743375576306,0.9721278042148198,0.001
0.828030526638031,0.9492970108985901,0.7535212635993958,0.9741672277450562,0.9652324995640125,0.9741672331747111,0.001
0.8218296766281128,0.9530487656593323,0.7571659088134766,0.9717878699302673,0.9624244188763729,0.9717878993881713,0.001
0.824920654296875,0.9511182308197021,0.7561426758766174,0.9733174443244934,0.9630073771882035,0.9733174711080897,0.001
0.777099072933197,0.9645224809646606,0.7093011140823364,0.9824948906898499,0.9719122760199861,0.9824949014276003,1e-04
0.7271973490715027,0.9785094857215881,0.68412846326828,0.9870836138725281,0.9807875755120197,0.9870836165873556,1e-04
0.700859546661377,0.9858672618865967,0.6744221448898315,0.9898028373718262,0.9841704744837895,0.9898028552005439,1e-04
0.680762529373169,0.9896918535232544,0.6582034826278687,0.9913324117660522,0.9847455474458533,0.9913324269204623,1e-04
0.66765296459198,0.9929700493812561,0.6501453518867493,0.9906526207923889,0.982346214215055,0.9906526172671652,1e-04
0.6579623818397522,0.9941356182098389,0.6408988237380981,0.9916723370552063,0.9823836017025691,0.9916723317471108,1e-04
0.6496465802192688,0.9950098395347595,0.6371815204620361,0.9916723370552063,0.9855722558246853,0.9916723317471108,1e-04
0.6447595357894897,0.9949734210968018,0.6316081285476685,0.9926920533180237,0.9872101503570327,0.9926920462270564,1e-04
0.6392703652381897,0.9959204196929932,0.6292808651924133,0.9932019114494324,0.9879645178410941,0.9932019034670292,1e-04
0.6348922848701477,0.9967218041419983,0.6257020235061646,0.9932019114494324,0.9882324428607074,0.9932019034670292,1e-04
0.6314821243286133,0.9965760707855225,0.6246895790100098,0.992182195186615,0.9851576221739856,0.9921821889870837,1e-04
0.6280723810195923,0.997195303440094,0.6238636374473572,0.9920122623443604,0.9860205061300722,0.9920122365737594,1e-04
0.6251195073127747,0.9975231289863586,0.6173867583274841,0.994561493396759,0.9904576406595519,0.9945615227736234,1e-04
0.6234068274497986,0.9978509545326233,0.6198912262916565,0.9926920533180237,0.9880257956401934,0.9926920462270564,1e-04
0.622852087020874,0.9977781176567078,0.6206251978874207,0.9923521280288696,0.98689594810338,0.9923521414004078,1e-04
0.6212337017059326,0.9977781176567078,0.6201104521751404,0.9926920533180237,0.9861532613510267,0.9926920462270564,1e-04
0.6194270849227905,0.9979602098464966,0.6153661012649536,0.9930319786071777,0.9881587740078878,0.993031951053705,1e-04
0.6180118322372437,0.9979237914085388,0.6163971424102783,0.9935418367385864,0.986929011816988,0.9935418082936778,1e-04
0.6142991185188293,0.9987251162528992,0.6136537790298462,0.9935418367385864,0.9886461650072264,0.9935418082936778,5e-05
0.6131942868232727,0.9989072680473328,0.6105669736862183,0.9942216277122498,0.9885443670068961,0.9942216179469748,5e-05
