536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1700,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1176,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4681,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2472,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,914,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,809,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,942,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,838,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2454,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4554
