94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,811,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,268,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,66,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,284,0,0,7,0,0,0,0,0,2,1,3,0,0
0,0,1,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,826,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4,0,0,432,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0
0,0,0,0,12,1,0,0,0,0,0,0,0,134,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,0,0,0,0,0
0,5,0,0,0,0,2,0,0,1,0,0,0,0,0,255,0,2,0,0
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,246,3,0,1
0,2,0,0,0,0,5,0,0,0,0,1,0,0,0,1,5,196,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,801
