epoch,split,class_index,class_name,precision,recall,f1,support
10,val,19,"Pepper,_bell___healthy",0.995516,1.000000,0.997753,222
10,val,20,Potato___Early_blight,1.000000,0.993333,0.996656,150
10,val,21,Potato___Late_blight,0.961039,0.986667,0.973684,150
10,val,22,Potato___healthy,1.000000,0.782609,0.878049,23
10,val,23,Raspberry___healthy,1.000000,1.000000,1.000000,56
10,val,24,Soybean___healthy,0.997386,1.000000,0.998691,763
10,val,25,Squash___Powdery_mildew,1.000000,1.000000,1.000000,275
10,val,26,Strawberry___Leaf_scorch,1.000000,1.000000,1.000000,166
10,val,27,Strawberry___healthy,1.000000,1.000000,1.000000,68
10,val,28,Tomato___Bacterial_spot,0.984520,0.996865,0.990654,319
10,val,29,Tomato___Early_blight,1.000000,0.886667,0.939929,150
10,val,30,Tomato___Late_blight,0.982639,0.992982,0.987784,285
10,val,31,Tomato___Leaf_Mold,0.966216,1.000000,0.982818,143
10,val,32,Tomato___Septoria_leaf_spot,0.984962,0.984962,0.984962,266
10,val,33,Tomato___Spider_mites Two-spotted_spider_mite,0.939623,0.992032,0.965116,251
10,val,34,Tomato___Target_Spot,0.957346,0.957346,0.957346,211
10,val,35,Tomato___Tomato_Yellow_Leaf_Curl_Virus,1.000000,0.987562,0.993742,804
10,val,36,Tomato___Tomato_mosaic_virus,1.000000,1.000000,1.000000,56
10,val,37,Tomato___healthy,0.983333,0.991597,0.987448,238
