disease_accuracy,disease_loss,health_accuracy,health_loss,loss,species_accuracy,species_loss,val_disease_accuracy,val_disease_loss,val_health_accuracy,val_health_loss,val_loss,val_species_accuracy,val_species_loss,val_species_macro_f1,val_species_accuracy_sklearn,val_health_macro_f1,val_health_accuracy_sklearn,val_disease_macro_f1,val_disease_accuracy_sklearn,learning_rate
0.6412280201911926,1.0044058561325073,0.9702733159065247,0.07792995870113373,1.4825247526168823,0.9892931580543518,0.6634143590927124,0.7015713453292847,0.8109630346298218,0.9863736629486084,0.04018397629261017,1.2813843488693237,0.9949668645858765,0.6239134073257446,0.9941265477198222,0.9949668548981095,0.9829857659998362,0.9863736803339063,0.9452714965262465,0.9592114208021754,0.0010000000474974513
0.6373345851898193,1.0185463428497314,0.970983624458313,0.07426945120096207,1.4932398796081543,0.9890300631523132,0.6635439991950989,0.7042720317840576,0.8212541937828064,0.9847778081893921,0.04071897268295288,1.2902414798736572,0.9955806732177734,0.6244709491729736,0.9948059316661533,0.9955806530812669,0.9809381898579721,0.9847778050576971,0.9434489149559229,0.9581917063222298,0.0010000000474974513
0.635598361492157,1.0352365970611572,0.9716149568557739,0.07525347173213959,1.5062308311462402,0.990082323551178,0.6629913449287415,0.7032899856567383,0.824358344078064,0.9862509369850159,0.03967801481485367,1.2952663898468018,0.9944758415222168,0.6271486878395081,0.9931969312558115,0.9944758163515836,0.9828488924471226,0.9862509206972747,0.9440814215375661,0.9571719918422842,0.0010000000474974513
0.6367032527923584,1.039648413658142,0.9709572792053223,0.07772761583328247,1.5108879804611206,0.988688051700592,0.6636362671852112,0.7040265202522278,0.8303098082542419,0.9862509369850159,0.04079421982169151,1.2985211610794067,0.9944758415222168,0.6255666017532349,0.9924662044357432,0.9944758163515836,0.9828629062553909,0.9862509206972747,0.9437865261841496,0.9566621346023113,0.0010000000474974513
0.06450425088405609,,0.6447004675865173,,,0.26709282398223877,,0.018168427050113678,26572.91796875,0.7223176956176758,2375.724853515625,25117.8515625,0.3342745006084442,3380.3369140625,0.035789861072775785,0.33427449054750796,0.41938702779757664,0.7223177019396022,0.002453580901856764,0.02515295717199184,9.999999747378752e-05
0.04335359111428261,,0.653460681438446,,,0.2125062495470047,,0.018168427050113678,26572.91796875,0.7223176956176758,2375.724853515625,25117.8515625,0.3342745006084442,3380.3369140625,0.035789861072775785,0.33427449054750796,0.41938702779757664,0.7223177019396022,0.002453580901856764,0.02515295717199184,9.999999747378752e-05
0.04459000751376152,,0.6509878039360046,,,0.21290084719657898,,0.018168427050113678,26572.91796875,0.7223176956176758,2375.724853515625,25117.8515625,0.3342745006084442,3380.3369140625,0.035789861072775785,0.33427449054750796,0.41938702779757664,0.7223177019396022,0.002453580901856764,0.02515295717199184,9.999999747378752e-05
0.044326942414045334,,0.6532765030860901,,,0.21355852484703064,,0.018168427050113678,26572.91796875,0.7223176956176758,2375.724853515625,25117.8515625,0.3342745006084442,3380.3369140625,0.035789861072775785,0.33427449054750796,0.41938702779757664,0.7223177019396022,0.002453580901856764,0.02515295717199184,9.999999747378752e-05
0.04309052228927612,,0.6520664095878601,,,0.21232210099697113,,0.018168427050113678,26572.91796875,0.7223176956176758,2375.724853515625,25117.8515625,0.3342745006084442,3380.3369140625,0.035789861072775785,0.33427449054750796,0.41938702779757664,0.7223177019396022,0.002453580901856764,0.02515295717199184,9.999999747378752e-05
0.041959330439567566,,0.6474363803863525,,,0.21158550679683685,,0.018168427050113678,26572.91796875,0.7223176956176758,2375.724853515625,25117.8515625,0.3342745006084442,3380.3369140625,0.035789861072775785,0.33427449054750796,0.41938702779757664,0.7223177019396022,0.002453580901856764,0.02515295717199184,4.999999873689376e-05
0.04222239926457405,,0.650330126285553,,,0.2134532928466797,,0.018168427050113678,26572.91796875,0.7223176956176758,2375.724853515625,25117.8515625,0.3342745006084442,3380.3369140625,0.035789861072775785,0.33427449054750796,0.41938702779757664,0.7223177019396022,0.002453580901856764,0.02515295717199184,4.999999873689376e-05
0.04295898601412773,,0.6489095687866211,,,0.2123747169971466,,0.018168427050113678,26572.91796875,0.7223176956176758,2375.724853515625,25117.8515625,0.3342745006084442,3380.3369140625,0.035789861072775785,0.33427449054750796,0.41938702779757664,0.7223177019396022,0.002453580901856764,0.02515295717199184,4.999999873689376e-05
0.04193302243947983,,0.6476468443870544,,,0.21226948499679565,,0.018168427050113678,26572.91796875,0.7223176956176758,2375.724853515625,25117.8515625,0.3342745006084442,3380.3369140625,0.035789861072775785,0.33427449054750796,0.41938702779757664,0.7223177019396022,0.002453580901856764,0.02515295717199184,4.999999873689376e-05
0.04219609126448631,,0.6450161933898926,,,0.2114802896976471,,0.018168427050113678,26572.91796875,0.7223176956176758,2375.724853515625,25117.8515625,0.3342745006084442,3380.3369140625,0.035789861072775785,0.33427449054750796,0.41938702779757664,0.7223177019396022,0.002453580901856764,0.02515295717199184,4.999999873689376e-05
