disease_accuracy,disease_loss,health_accuracy,health_loss,loss,species_accuracy,species_loss,val_disease_accuracy,val_disease_loss,val_health_accuracy,val_health_loss,val_loss,val_species_accuracy,val_species_loss,val_species_macro_f1,val_species_accuracy_sklearn,val_health_macro_f1,val_health_accuracy_sklearn,val_disease_macro_f1,val_disease_accuracy_sklearn,learning_rate
0.5915607810020447,1.0025672912597656,0.9340751767158508,0.17751725018024445,1.709585428237915,0.9162654876708984,0.8720138072967529,0.6745641827583313,0.7869310975074768,0.9720107913017273,0.09031684696674347,1.3337346315383911,0.9855143427848816,0.686096727848053,0.9797845485909786,0.9855143628774858,0.9646558446970864,0.9720108028480235,0.8879942444440333,0.9182528891910265,0.0010000000474974513
0.66343092918396,0.8174890875816345,0.9606713652610779,0.10605012625455856,1.3782745599746704,0.9805855751037598,0.7030711770057678,0.6953105926513672,0.7481680512428284,0.9786398410797119,0.0691298395395279,1.27070152759552,0.9905474781990051,0.6581834554672241,0.9856968207918859,0.9905475079793764,0.9731702844343114,0.9786398232261232,0.9226885397695614,0.9396668932698844,0.0010000000474974513
0.6706389784812927,0.8017328381538391,0.9643017053604126,0.09540676325559616,1.3455350399017334,0.9842422604560852,0.6850634217262268,0.6999754309654236,0.7285310626029968,0.9803584814071655,0.060371894389390945,1.2409619092941284,0.9928799271583557,0.6457681059837341,0.9897158978987448,0.9928799410753744,0.9754312074184724,0.9803584581389639,0.9313603778983961,0.9478246091094493,0.0010000000474974513
0.6729013919830322,0.8068951964378357,0.9662746787071228,0.08949049562215805,1.3402117490768433,0.9861889481544495,0.6767964959144592,0.6970292329788208,0.7315132021903992,0.9828136563301086,0.05527330935001373,1.2369660139083862,0.9928799271583557,0.6402606964111328,0.9905363048360375,0.9928799410753744,0.9784607541659716,0.9828136508715934,0.9273073253704744,0.9464649898028552,0.0010000000474974513
0.6708494424819946,0.8180164098739624,0.9676426649093628,0.08612702041864395,1.3436253070831299,0.9868466258049011,0.6719838380813599,0.6950650811195374,0.7291591763496399,0.9798673987388611,0.05779299885034561,1.2304307222366333,0.9934937357902527,0.6351702213287354,0.9912485481414538,0.9934937392585318,0.9745985489839601,0.9798674195924381,0.9387096910730509,0.9519034670292318,0.0010000000474974513
0.6641412377357483,0.8373095989227295,0.9688264727592468,0.08287415653467178,1.3549113273620605,0.9880304336547852,0.6684818267822266,0.7008347511291504,0.7337439656257629,0.9818315505981445,0.05234662815928459,1.2329972982406616,0.9928799271583557,0.6351757049560547,0.9894034315898547,0.9928799410753744,0.9771729637892447,0.9818315737785416,0.9372464766161718,0.9527532290958531,0.0010000000474974513
0.662825882434845,0.8514800071716309,0.9673795700073242,0.08307018876075745,1.364396333694458,0.9884513020515442,0.6665950417518616,0.7005892395973206,0.7396862506866455,0.983795702457428,0.04756125807762146,1.2331494092941284,0.9932482242584229,0.6313725709915161,0.9921392347686854,0.9932482199852688,0.9797972115555519,0.9837957279646452,0.944344716983865,0.9561522773623385,0.0010000000474974513
0.6616683602333069,0.8666227459907532,0.9687212109565735,0.08173994719982147,1.376173973083496,0.988688051700592,0.6665275692939758,0.7002209424972534,0.7452611923217773,0.9831819534301758,0.046690940856933594,1.2364188432693481,0.9941075444221497,0.630304753780365,0.9928522018039211,0.9941075374416892,0.9789484851302344,0.9831819297814879,0.9357956043398588,0.9536029911624745,0.0010000000474974513
0.6580117344856262,0.8833669424057007,0.9689316749572754,0.08188402652740479,1.3881351947784424,0.9884250164031982,0.6650657057762146,0.7073410153388977,0.7488981485366821,0.984409511089325,0.04548661410808563,1.2378219366073608,0.9947213530540466,0.6291136741638184,0.9919841919030733,0.9947213356248465,0.9805012022325472,0.9844095261478026,0.9445213174198184,0.9575118966689327,0.0010000000474974513
0.6535658836364746,0.898935854434967,0.9685633778572083,0.07961899042129517,1.3993648290634155,0.9890300631523132,0.6643028855323792,0.7053768634796143,0.7607031464576721,0.9839184880256653,0.04498302936553955,1.2461782693862915,0.9942302703857422,0.6280757784843445,0.9915623890357402,0.9942302970783207,0.9798370493118282,0.9839184876012766,0.9438385112308223,0.9553025152957172,0.0010000000474974513
0.6530134677886963,0.9146295785903931,0.9713782072067261,0.07743698358535767,1.4116666316986084,0.9893194437026978,0.6644718050956726,0.7089369297027588,0.7670767903327942,0.983795702457428,0.0480840839445591,1.2498571872711182,0.9944758415222168,0.6260574460029602,0.9923980612477254,0.9944758163515836,0.9796293903662108,0.9837957279646452,0.9431732379631326,0.9563222297756628,0.0010000000474974513
0.6489884853363037,0.9359363317489624,0.9686949253082275,0.07984340935945511,1.4286530017852783,0.9891353249549866,0.6639311909675598,0.7061134576797485,0.7704033255577087,0.983795702457428,0.046010833233594894,1.2533116340637207,0.9947213530540466,0.6272040009498596,0.993917394323072,0.9947213356248465,0.9796520876218721,0.9837957279646452,0.945102647412361,0.9573419442556085,0.0010000000474974513
0.6464104652404785,0.9499492049217224,0.9708257913589478,0.07780980318784714,1.4392467737197876,0.9896351099014282,0.6637293100357056,0.7014485597610474,0.7863292098045349,0.983795702457428,0.044103607535362244,1.2663673162460327,0.9939847588539124,0.6278966665267944,0.993123432183101,0.9939847778050577,0.9796803190460065,0.9837957279646452,0.941760851861338,0.9551325628823929,0.0010000000474974513
0.6464104652404785,0.9647595882415771,0.9691684246063232,0.07867357134819031,1.4503238201141357,0.9894246459007263,0.6627798080444336,0.6978885531425476,0.7904443740844727,0.9846550226211548,0.045228421688079834,1.2671830654144287,0.9945985674858093,0.6251622438430786,0.9918009704869674,0.9945985759882151,0.9810147800939135,0.9846550454210655,0.9431995377459046,0.9570020394289599,0.0010000000474974513
0.6419909000396729,0.9791582226753235,0.969589352607727,0.07888177037239075,1.4628307819366455,0.990056037902832,0.6637401580810547,0.7057451605796814,0.8005086779594421,0.9825681447982788,0.046102240681648254,1.2761881351470947,0.9949668645858765,0.6259744763374329,0.9934203396551087,0.9949668548981095,0.9780922766341456,0.9825681315983305,0.9455461706526652,0.957681849082257,0.0010000000474974513
0.640386164188385,0.9965208768844604,0.9703259468078613,0.0762980654835701,1.4762924909591675,0.9889511466026306,0.663814127445221,0.7002209424972534,0.8094714879989624,0.9845322966575623,0.04155619442462921,1.2793718576431274,0.9954578876495361,0.6228811740875244,0.9940963893922631,0.9954578934446354,0.9806360837345488,0.9845322857844341,0.9424481871972453,0.9563222297756628,0.0010000000474974513
